comic_name,active_years,issue_title,publish_date,issue_description,penciler,writer,cover_artist,Imprint,Format,Rating,Price
All-New Wolverine (2015 - 2018),(2015 - 2018),All-New Wolverine (2015) #17,"February 08, 2017","ENEMY OF THE STATE II CONTINUES! The world-trotting WOLVERINE must find a way to face her fears and break free of the hold the TRIGGER SCENT has over her. Haunted by the death left in her wake, LAURA will need GABBY and her own resolve more than ever before in order to break free of this torturous holdover from her past! GUEST STARRING GAMBIT!",Djibril Morissette-Phan,Tom Taylor,David Lopez,, Comic,, $3.99
All-New Wolverine (2015 - 2018),(2015 - 2018),All-New Wolverine (2015) #16,"January 11, 2017","WOLVERINE IN CHAINS! Captured by an old ally, WOLVERINE is going to have to fight against a villain from her past in order to gain her freedom. LAURA has fought demons from her past before, but never quite as literally as the person she's up against now. The architect behind the Wolverine's fall is revealed as Laura is pulled deeper and deeper into the criminal underworld of MADRIPOOR.",Nik Virella,Tom Taylor,David Lopez,, Comic,, $3.99
All-New Wolverine (2015 - 2018),(2015 - 2018),All-New Wolverine (2015) #12,"September 21, 2016","THE ASTONISHING CONCLUSION TO OUR CIVIL WAR II TIE IN! GABBY's life hangs in the balance, with her death having been predicted to be cut short by none other than OLD MAN LOGAN. As the shocking prediction looks to be coming true, LAURA's world is torn apart. Old Man Logan might be too old to stand against the fury of the ALL-NEW WOLVERINE.",Ig Guara,Tom Taylor,Bengal,, Comic,, $3.99
All-New Wolverine (2015 - 2018),(2015 - 2018),All-New Wolverine (2015) #8,"May 18, 2016",WAY OF THE SHADOW! What is the thing LAURA KINNEY fears most? Is she truly the BEST AT WHAT SHE DOES? There is only one WOLVERINE. Or is there?!!,Marcio Takara,Tom Taylor,Bengal,, Comic,, $3.99
All-New Wolverine (2015 - 2018),(2015 - 2018),All-New Wolverine (2015) #2,"November 25, 2015","LAURA KINNEY EMBRACES HER DESTINY. HERE! COMES! WOLVERINE! X-23 was created to be a weapon and for a time, that's all she was. But with the help of her mentor, LOGAN ""the original WOLVERINE"" she escaped that dark past. Tragically, Logan has fallen, but Laura will continue in his footsteps as a hero. Recent events have her doing everything in her power to keep those around her alive, as violent forces are hell-bent on mutual destruction. If anyone can stop them, it's Laura. She is the best there is at what she does. She is THE ALL-NEW WOLVERINE.",Bengal,Tom Taylor,,, Comic,, $3.99
All-New X-Factor (2014 - 2015),(2014 - 2015),All-New X-Factor (2014) #17,"December 03, 2014","The X-Factor team, having stolen the nuclear football from the President, now has to handle a direct attack on Serval Industries courtesy of Longshot and Sunfire. Meanwhile, Quicksilver is kidnapped under extremely mysterious circumstances.",Kris Anka,Peter David,,, Comic,, $3.99
All-New X-Factor (2014 - 2015),(2014 - 2015),All-New X-Factor (2014) #13,"September 03, 2014","Quicksilver is reunited with his daughter, Luna...But THE INHUMANS are not too happy about it! PLUS: could Warlock make a move on Danger?","Kris Anka, Jared K. Fletcher",Peter David,,, Comic,, $3.99
All-New X-Factor (2014 - 2015),(2014 - 2015),All-New X-Factor (2014) #7,"May 07, 2014",One of the country's most outspoken anti-mutant leaders...has a mutant daughter? It's up to X-Factor to rescue this young girl from her father! Serval Industries brings you the heroes you need in any situation!,"Kris Anka, Jared K. Fletcher",Peter David,,, Comic,, $3.99
All-New X-Men (2012 - 2015),(2012 - 2015),All-New X-Men (2012) #39,"March 18, 2015","Chapter 5 of the BLACK VORTEX! Storm formulates a plan as the heroes fail to penetrate Mr. Knife's Flying Fortress. Meanwhile, Beast and Kitty travel to Spartax to decipher the secrets of the Vortex book. And to make matters worse, Kitty and Peter's relationship takes a downward turn!",Alexander Lozano,Brian Michael Bendis,,, Comic,, $3.99
All-New X-Men (2012 - 2015),(2012 - 2015),All-New X-Men (2012) #37,"February 28, 2015","You know your friends from growing up? The ones you went to high school with, and are to-this-day some of the people who know you best? Well, imagine there are only five kids in your high school, and you're all hated and feared by the world around you. Sometimes, it's nice to take a step back and realize that what you've been told is your ""team"" is really something much better - your best friends.",Kris Anka,Brian Michael Bendis,,, Comic,, $3.99
All-New X-Men (2012 - 2015),(2012 - 2015),All-New X-Men (2012) #33,"October 29, 2014","Traveling to alternate universes seems to be a rite of passage for any young mutant calling themself an X-Man...And it looks like it's the All-New X-Men squad's turn to pass the test! But will it Ultimately be too much for the time-displaced youngsters? Guest starring MILES MORALES, this is a showdown you won't want to miss!",Mahmud Asrar,Brian Michael Bendis,,, Comic,, $3.99
All-New X-Men (2012 - 2015),(2012 - 2015),All-New X-Men (2012) #29,"July 09, 2014","Past, present and future collide as the Future Brotherhood exacts their final judgment on the All-New X-Men. Plus, Angel takes control!",Stuart Immonen,Brian Michael Bendis,,, Comic,, $3.99
All-New X-Men (2012 - 2015),(2012 - 2015),All-New X-Men (2012) #24,"March 12, 2014",THE TRIAL OF JEAN GREY PART 5! X-Men and Guardians vs. Gladiator and Jean Grey's fate lies in the balance! One of the X-Men's lives will be forever changed!,Stuart Immonen,Brian Michael Bendis,,, Comic,, $3.99
All-New X-Men (2012 - 2015),(2012 - 2015),All-New X-Men (2012) #21,"January 15, 2014","X-23 is back, joining the ALL-NEW X-MEN and kissing Cyclops? What does this mean to Jean Grey? Jean and X-23 are forced to team up against a mysterious force, so she better figure it out.",Brandon Peterson,Brian Michael Bendis,,, Comic,, $3.99
All-New X-Men (2012 - 2015),(2012 - 2015),All-New X-Men (2012) #9,"March 20, 2013",The Original Five X-Men get new costumes! Series main-artist Stuart Immonen returns! Mystique makes her big move.,Stuart Immonen,Brian Michael Bendis,,, Comic,, $3.99
All-New X-Men (2012 - 2015),(2012 - 2015),All-New X-Men (2012) #4,"December 19, 2012",The Original 5 X-Men come face to face with their counterparts...and it isn't a peaceful meeting!,Stuart Immonen,Brian Michael Bendis,,, Comic,, $3.99
All-New X-Men (2015 - 2017),(2015 - 2017),All-New X-Men (2015) #19,"March 29, 2017","Together at last! In the aftermath of the X-Men's war with the Inhumans, the original five X-Men are reunited once more…but will they walk into an uncertain future together or apart?",Paco Diaz,"Dennis ""Hopeless"" Hallum",Mark Bagley,, Comic, Rated T+, $3.99
All-New X-Men (2015 - 2017),(2015 - 2017),All-New X-Men (2015) #1.1,"February 01, 2017","A MONSTERS UNLEASHED TIE-IN! As monsters fall from the sky, the ALL-NEW X-MEN find themselves in NEW ORLEANS - but this trip is going to involve more than beignets and gumbo! While the rest of her team enjoys Mardi Gras in the city, WOLVERINE travels deep into the bayou with an old friend to investigate several mysterious disappearances. What will they end up finding? And what do the mysterious giant monsters wreaking havoc around the world have to do with it? Pick up this blockbuster tie-in to the epic MONSTERS UNLEASHED event and find out!!",Carlo Barberi,Jeremy Whitley,Adam Kubert,, Comic,, Free
All-New X-Men (2015 - 2017),(2015 - 2017),All-New X-Men (2015) #15,"November 09, 2016","The All-New X-Men have been keeping secrets from one another?But when the GOBLIN QUEEN comes calling, they?ll have to confront their demons?LITERALLY!",Mark Bagley,"Dennis ""Hopeless"" Hallum",Mark Bagley,, Comic,, $3.99
All-New X-Men (2015 - 2017),(2015 - 2017),All-New X-Men (2015) #10,"June 08, 2016","""APOCALYPSE WARS"" CONTINUES! The ALL-NEW X-MEN are on a mission to write their own futures - and none is more determined to escape their destiny than Evan Sabahnur, who is to one day become the next host for the genocidal villain APOCALYPSE. But now, by way of unintentional intervention by his teammate Beast, Evan finds himself thousands of years in the past, in Egypt...and on the run alongside his predecessor, En Sabah Nur, the boy who will one day become Apocalypse himself! To change his future, will Evan literally change the course of history? Or will he instead be Apocalypse's first victim??",Mark Bagley,"Dennis ""Hopeless"" Hallum",Mark Bagley,, Comic,, $3.99
All-New X-Men (2015 - 2017),(2015 - 2017),All-New X-Men (2015) #7,"March 30, 2016","In the wake of terrible acts committed by the adult Cyclops, mutantkind is hated and feared more than ever. And try as he might to divorce himself from his predecessor's legacy, some believe that the young Scott Summers is destined to grow up and commit those sins. Now, there's one mutant who believes that he can spare mutantkind if he prevents Scott from becoming that man. Will the young Cyclops' story end here?",Mark Bagley,"Dennis ""Hopeless"" Hallum",Mark Bagley,, Comic,, $3.99
All-New X-Men (2015 - 2017),(2015 - 2017),All-New X-Men (2015) #1,"December 02, 2015","Hated and feared more than ever, the world is a dangerous place for mutants. As the few remaining X-MEN retreat into seclusion, a handful of mutant teenagers refuse to allow their destiny to be decided for them. CYCLOPS. BEAST. ICEMAN. ANGEL. THE ALL-NEW WOLVERINE. KID APOCALYPSE. OYA. Stepping out of the shadows of their predecessors, the ALL-NEW X-MEN are striking out on their own, determined to write their own futures!",Mark Bagley,"Dennis ""Hopeless"" Hallum",,, Comic,, $3.99
"All-New, All-Different Avengers (2015 - 2016)",(2015 - 2016),"All-New, All-Different Avengers (2015) #13","August 10, 2016","CIVIL WAR II TIE-IN! Convinced that he has chosen the right side in the war, the Vision undertakes a manhunt through time in order to stop one of Earth's greatest evils!",Adam Kubert,Mark Waid,Alex Ross,, Comic,, $3.99
All-Winners Comics (1941 - 1947),(1941 - 1947),MARVEL MASTERWORKS: GOLDEN AGE ALL-WINNERS VOL. 2 HC (Hardcover),"December 27, 2006","See the golden age in its glory as Captain America stops a plot against General Douglas MacArthur! The Human Torch foils a plan to freeze the English Channel! The Destroyer fights the forces of the Devil himself! Plus the Sub-Mariner, the Whizzer, and more! With such wartime villains as the Stone-Man Slayer, Doctor Togu the Vampire, the Mock Mikado, and Doctor Crime, one of the few enemies Captain America had to fight more than once! Plus meet little-known characters like the Black Avenger, Raffles the Cracksman, and the Whizzer's sidekick Slow Motion Jones! With text stories by Mickey Spillane! Collecting All-Winners Comics #5-8
280 PGS./ Rated T+ ... $49.99
ISBN: 0-7581-2406-3
Marvel Masterworks: Golden Age All-Winners Vol. 2 - Variant Edition vol. 67
280 PGS./ Rated T+ ... $54.99",,,,,,,
All-Winners Comics (1941 - 1947),(1941 - 1947),MARVEL MASTERWORKS: GOLDEN AGE ALL WINNERS COMICS VOL. 1 HC (Hardcover),"January 01, 2005",,,,,,,,
All-Winners Comics (1941 - 1947),(1941 - 1947),All-Winners Comics (1941) #14,"November 01, 1944",The Flaming Duo investigate the death of a girl named Eva Barry.,,,,, Comic,, Free
All-Winners Comics (1941 - 1947),(1941 - 1947),All-Winners Comics (1941) #13,"September 01, 1944",The Nazis and Red Skull viciously attack captain America and Bucky!,,,,, Comic,, Free
All-Winners Comics (1941 - 1947),(1941 - 1947),All-Winners Comics (1941) #8,"April 01, 1943",Private Steve Rogers and Bucky Barnes join forces with American soldiers to defeat the Japanese in New Guinea.,,"George Klein, Carl Pfeuffer, Ed Ashe, Mort Leav",,, Comic,, Free
All-Winners Comics (1941 - 1947),(1941 - 1947),All-Winners Comics (1941) #4,"March 01, 1942","A U-Boat is actively sinking American vessels, and the Navy is powerless against it. Enter the mighty Sub-Mariner!",,"Al Avison, Howard James, Carl Burgos",,, Comic,, Free
All-Winners Comics (1941 - 1947),(1941 - 1947),All-Winners Comics (1941) #2,"September 01, 1941","The Human Torch & Toro are on vacation, but a knife-throwing murderer interrupts their relaxation!","Paul Reinman, Jack Kirby, Jack Binder","Stan Lee, Joe Simon",,, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight Classic Vol. 1 (Trade Paperback),"April 04, 2007","Guardian! Shaman! Snowbird! Aurora! Northstar! Puck! Marrina! Sasquatch! Exploding from the pages of X-MEN, Alpha Flight goes solo! Canada's premier super human strike force, Alpha Flight was brought together by Department H for the greater good of humankind, to battle injustice and evil forces across the globe - including the Master of the World, Tundra, Kolomaq, Deadly Ernest and Delphine Courtney! Featuring cameos by the Sub-Mariner, Invisible Woman, Wolverine and Nightcrawler! Collecting ALPHA FLIGHT #1-8.
208 PGS./Rated A ...$24.99",,,, MARVEL UNIVERSE, Trade Paperback, RATED A, $9.99
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #130,"March 01, 1994",,Dario Carrasco,Simon Furman,, Marvel Universe, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #127,"December 01, 1993","It's all hands on deck (yes, even Wolverine) for Alpha Flight's final battle against the Goddess!","Keith Pollard, Dario Carrasco",Simon Furman,Dario Carrasco, Marvel Universe, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #123,"August 01, 1993",,"Barry Kitson, Pat Broderick",Simon Furman,, Marvel Universe, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #114,"November 01, 1992",,Pat Broderick,Simon Furman,, Marvel Universe, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #111,"August 01, 1992",,Pat Broderick,Simon Furman,, Marvel Universe, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #98,"July 01, 1991",,Mike Bair,Fabian Nicieza,, Marvel Universe, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #96,"May 01, 1991",,,Fabian Nicieza,, Marvel Universe, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #93,"February 01, 1991",,Mike Bair,Fabian Nicieza,, Marvel Universe, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #80,"January 01, 1990","Alpha Flight attempts to round up the defecting villains, when Canadian law enforcement demands that the group disband!",John Calimee,James D. Hudnall,John Calimee, Marvel Universe, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #78,"November 30, 1989",,John Calimee,James D. Hudnall,, Marvel Universe, Comic,, Free
Alpha Flight (1983 - 1994),(1983 - 1994),Alpha Flight (1983) #77,"November 01, 1989",,John Calimee,James D. Hudnall,, Marvel Universe, Comic,, Free
