comic_name,active_years,issue_title,publish_date,issue_description,penciler,writer,cover_artist,Imprint,Format,Rating,Price
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #115,"October 01, 1978",Before Tony Stark can become Iron Man the Ani-Men attack!,John Romita,Bill Mantlo,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #112,"July 01, 1978",The Armored Avenger goes it alone against the Punisher from beyond! You won't want to miss out on Iron Man's strangest adventure!,Keith Pollard,Bill Mantlo,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #109,"April 01, 1978",Jack of Hearts becomes Iron Man's apprentice.,Carmine Infantino,Bill Mantlo,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #106,"January 01, 1978",Iron Man takes on Midas' Mechanoids.,George Tuska,Bill Mantlo,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #104,"November 01, 1977",Hounded by his enemies! Torn between his friends! The Armored Avenger battles alone! Will Tony Stark,George Tuska,Bill Mantlo,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #99,"June 01, 1977","It's Doomsday for the Armored Avenger, for the Mandarin has returned! And Iron Man is at his mercy! Plus: Madame Masque, an unlikely ally.",George Tuska,Bill Mantlo,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #76,"July 01, 1975",Hulk smashes! Hulk tears! Hulk will kill you! Iron Man faces his last days on Earth as he takes on the Green Goliath! Will he survive?,,,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #75,"June 01, 1975","The battle for the Golden Globe continues! But in the end, only the Black Lama shall triumph! Can Iron Man end this mad war of villains? Find out in this action-packed issue!",Arvell Jones,Mike Friedrich,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #74,"May 01, 1975",The war of the super-villains has begun and its first causality is Iron Man! The battle you demanded-Modok versus the Thinker-and the Golden Avenger is caught in the middle of it all!,"Keith Pollard, Arvell Jones",Mike Friedrich,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #69,"August 01, 1974","Presenting: The raw, pulsating power of the great Golden Avenger! Iron Man's mightiest foes strike: Mandarin, Unicorn, Sunfire, and the mysterious Yellow Claw! This is it! The story we had to call confrontation!",George Tuska,Mike Friedrich,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #63,"October 01, 1973","Iron Man goes up against light wielding maniac, Dr. Spectrum! If he doesn't defeat this lunatic, it's lights out for everyone!",George Tuska,Mike Friedrich,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #57,"April 01, 1973","Just when things are getting out of hand, the Mandarin strikes where Iron Man least suspects it. Can Tony Stark handle both personas? Or will he have to choose between the two? Its hero vs. businessman in this issue!",George Tuska,Steve Gerber,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #54,"January 01, 1973","This issue-The Clash of titans! Iron Man versus Namor, the Sub-Mariner!",George Tuska,Bill Everett,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #51,"October 01, 1972","He's stood against titans and Titanium Man, but can the Iron Man stand against the onslaught of Cyborg Sinister's axe?",George Tuska,Mike Friedrich,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #48,"July 01, 1972",Iron Man takes on his deadliest foe yet! Enter Firbrand! Will Tony Stark survive the fury and inferno this new villain brings? Don't miss out as Iron Man puts everything on the line in this epic battle!,George Tuska,Mike Friedrich,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #37,"May 01, 1971","Kevin, Pepper, and Happy race against the clock to save Tony's life. But things become riskier when Tony's failing suite might be the only thing to keep him alive. Or kill him instantly!",Don Heck,Gerry Conway,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #33,"January 01, 1971","Spymaster prepares his Espionage Elite to destroy Stark Industries. But can Tony Stark and Nick Fury pull a fast one over his head before he completes his mission? Find out when the way-out menace, Spy-Master strikes!",,Don Heck,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #14,"June 01, 1969",The world of Iron Man is turned upside down when the Night Phantom walks!,George Tuska,Archie Goodwin,,, Comic,, Free
Iron Man (1968 - 1996),(1968 - 1996),Iron Man (1968) #12,"April 01, 1969","Iron Man rockets into action to stop the Controller, a villain with the ability to control the minds of those around? Can Iron Man stop the evildoer or will he just become another addition to the Controller's collection?",George Tuska,Archie Goodwin,,, Comic,, Free
Iron Man (1996 - 1998),(1996 - 1998),Heroes Reborn: Iron Man (Trade Paperback),"November 08, 2006","Iron Man left two lives behind when he vanished, but can he avoid his former mistakes in his new one? The armored Avenger takes on Hydra, Heralds and the Hulk - and the eyes of the Marvel Universe are upon him in the form of Loki, the Watcher and Onslaught himself! Featuring Doc Samson and - or rather, AS - the Abomination! Plus: Rebel O'Reilly, later of THUNDERBOLTS fame! Collects IRON MAN (VOL. 2) #1-12.
336 PGS./Rated A ... $29.99",,,,,,,
Iron Man (1996 - 1998),(1996 - 1998),Iron Man (1996) #11,"September 01, 1997",,Terry Shoemaker,"Jeph Loeb, Jim Lee",, Marvel Universe, Comic,, Free
Iron Man (1996 - 1998),(1996 - 1998),Iron Man (1996) #1,"November 01, 1996",,,"Jim Lee, Scott Lobdell",, Marvel Universe, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #88,"September 08, 2004",THE SINGULARITY PART 3 Stark is still reeling from his recent traumas when his evil doppelganger shows up to challenge him to the fight of his life!,Tony Harris,Mark Ricketts,Pat Lee,, Comic,, $2.99
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #78,"March 10, 2004","THE BEST DEFENSE PART 6 (of 6) Diplomacy can only get you so far. Tony Stark has tried his best to avert a national crisis but now it's time for him to step aside and let Iron Man do the ""talking""! THE BEST DEFENSE ends here!",Jorge Pereira Lucas,John Miller,Adi Granov,, Comic,, $2.99
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #60,"December 01, 2002","Iron Man is trapped back in time in a realm of might and magic. Now, Tony Stark is a fugitive in a strange new world that relies more on magic than science.",,Mike Grell,,, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #59,"November 01, 2002","Tony Stark invents a time-machine and travels back to the land of knights and chivalry. But, a startling discover in the present reveals he may never return. By the wonderful imagination that brought us Warlord.",,Mike Grell,,, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #51,"April 01, 2002","Iron Man has an amazing piece of armor, but will exposure to a certain environment expose its weaknesses?",Michael Ryan,Mike Grell,Michael Ryan,, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #44,"September 01, 2001","If you thought Iron Man hit his maximum cool factor, wait till you see his brand new armor!","Jamal Igle, Keron Grant",Frank Tieri,,, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #38,"March 01, 2001","Iron Man definitely has a hectic past, but what happens when it comes back to bite him back in the present?",Alitha Martinez,Frank Tieri,Kaare Andrews,, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #34,"November 01, 2000","Iron Man must do everything in his power to neutralize Rumiko and fellow super-powered party guests. But in all this chaos, will Maximus Power flee?",Paul Ryan,"Frank Tieri, Joe Quesada",,, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #23,"December 01, 1999","Golden-Blade and Sapper return, but Warbird is still down for the count! As Rumiko ends their fling, Tony experiences chemistry with Pepper Potts.",Sean Chen,"Roger Stern, Kurt Busiek",,, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #21,"October 10, 1999","THE EIGHTH DAY PROLOGUE Tony Stark visits an archeological dig in Canada, where the Temple of Balthakk has just been unearthed. But will even Iron Man be able to subdue the one woman force known as Inferno that is unleashed from within?",Tom Grummett,"Kurt Busiek, Roger Stern",,, Comic,, $1.99
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #20,"September 01, 1999","Sunset unleashes her armament in full, as Iron Man continues to battle War Machine! Will Tony be able to override Jocasta, Baintronics' weaponized AI?","Patch Zircher, Sean Chen","Kurt Busiek, Roger Stern",,, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #19,"August 01, 1999","Sunset Bain recruits Stark for a Baintronics project, not foreseeing that Tony might uncover her dangerous, secret tech. The imposter War Machine attacks!",Sean Chen,"Roger Stern, Kurt Busiek",,, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #17,"June 01, 1999",Iron Man engages Fin Fang Foom in a heated battle. How will Tony uproot an evil as ancient as the wrathful Foom?,Sean Chen,"Roger Stern, Kurt Busiek",,, Comic,, Free
Iron Man (1998 - 2004),(1998 - 2004),Iron Man (1998) #13,"February 01, 1999",All is not as it seems at Dr. Basel's Stress Clinic- especially when Rumiko witnesses Tony being brainwashed in his sleep!,"Sean Chen, Patch Zircher",Kurt Busiek,,, Comic,, Free
Iron Man 2.0 (2011),(2011),Iron Man 2.0 (2011) #9,"September 28, 2011","War Machine has made an enemy for the ages and the explosive Palmer Addley mystery races toward deadly consequences! The villain's secrets are revealed, but does this give Rhodey the key to defeating him, or make it all the more impossible?",Ariel Olivetti,"Nick Spencer, Joshua Hale Fialkov",Salvador Larroca,, Comic,, $2.99
Iron Man 2020 (2020),(2020),Iron Man 2020 (2020) #5,"July 29, 2020","Tony Stark is back! But is this the REAL Tony? How is that possible?! Where did that all-new armor come from?! WHAT’S GOING ON?! There’s no time to explain, human. Just know this: It’s STARK VS. STARK ROUND 2, as Tony takes on Arno - in SPACE!",Peter M. Woods,"Christos Gage, Dan Slott",Peter M. Woods,, Comic, Rated T+, $4.99
Iron Man 2: Public Identity (2010),(2010),Iron Man 2: Public Identity (2010) #3,"May 12, 2010",The conclusion to PUBLIC INDENTITY! Can Tony safeguard the secrets of his technology or is he doomed to repeat the mistakes of his past?!,Barry Kitson,"Joe Casey, Justin Theroux",,, Comic,, $3.99
Iron Man and the Sub-Mariner (1968),(1968),Iron Man and the Sub-Mariner (1968) #1,"April 01, 1968","A historic Marvel first - the one-shot double feature that kicked off Iron Man and Sub-Mariner's very first solo series! While Iron Man must contend with both the scheming Maggia and the evil of A.I.M., Namor must battle to save his underwater realm from the darkness of Destiny!",Gene Colan,"Archie Goodwin, Roy Thomas",,, Comic,, Free
Iron Man Annual (1976 - 1994),(1976 - 1994),CHAMPIONS CLASSIC VOL. 2 TPB (Trade Paperback),"January 10, 2007","Collects Champions (1975) #12-17, Iron Man Annual #4, Avengers #163, Super-Villain Team-Up #14 and Peter Parker, The Spectacular Spider-Man #17-18. Demon-gods, alien monsters and killer bees - it only goes to show that Angel, Iceman, Hercules, Black Widow and Ghost Rider did more before #17 than some teams get done by #50! The short-lived super-team squeezed multiple mayhem into mere months of masked marvelry! Featuring the Stranger and the Stilt-Man! Magneto and MODOK! The world reign of Doctor Doom! The Sentinels and the Brotherhood of Evil Mutants! Guest-starring Spider-Man and the Avengers! Plus: destined for the pages of Punisher War Journal...Rampage!",,,,,,,
Iron Man Annual (1976 - 1994),(1976 - 1994),Iron Man Annual (1976) #14,"January 01, 1993",,"Kris Renkewitz, John Czop, Tom Morgan","Len Kaminski, Scott Benson",,, Comic,, Free
Iron Man Annual (1976 - 1994),(1976 - 1994),Iron Man Annual (1976) #7,"October 10, 1984","When smalltime crook Erik Josten gets a dose of Pym particles he becomes the mega man Goliath! Iron Man has his hands full and his repulsors charged, trying to wipe out Goliath before Goliath wipes out Los Angeles! The West Coast Avengers assemble in this giant-sized battle for the streets!",Luke Mcdonnell,Bob Harras,,, Comic,, Free
Iron Man Annual (1976 - 1994),(1976 - 1994),Iron Man Annual (1976) #5,"November 10, 1982","Madam Slay and Killmonger are plotting to overthrow T'Challa; but fortunately for the Black Panther, Tony Stark happens to be in Wakanda at the same time to dedicate a new research plant. The two Avengers team up to stop the take over attempt.",Jerry Bingham,"Peter Gillis, Ralph Macchio",,, Comic,, Free
Iron Man Annual (2000),(2000),Iron Man Annual (2000) #1,"October 01, 2000",Iron Man & his army of Iron-drones set their sights on Wong-Chu!,"Dan Panosian, Bob Layton, Kaare Andrews, Paul Ryan","Joe Quesada, Frank Tieri",Kaare Andrews, Marvel Universe, Comic,, Free
Iron Man Legacy (2010 - 2011),(2010 - 2011),Iron Man Legacy (2010) #10,"January 05, 2011","""INDUSTRIAL REVOLUTION"" (Part 5 of 6) Before their children, the RUNAWAYS, became their greatest nemeses, the villainous PRIDE of Los Angeles faced their greatest threat when a destitute and penniless TONY STARK came to Los Angeles. Through cat's-paws both super powered and mundane they tried to break him, but every attempt failed. But now they've made a mistake by kidnapping the person closest to him and sacrificing her to their dark masters, THE GIBBORIM. Tony will do everything to get her back, including attacking The Pride on their own turf ... with some surprise guest-stars in tow!!!",Steve Kurth,Fred Van Lente,Juan Doe, MARVEL UNIVERSE, comic, T, $2.99
Iron Man Legacy (2010 - 2011),(2010 - 2011),Iron Man Legacy (2010) #9,"December 15, 2010","The residents of Imperio storm and occupy the factory TONY STARK needs to remake his fortune and prepare for a lengthy siege -- but even with JIM RHODES as IRON MAN backing him up, can they withstand what THE PRIDE can throw at them -- everything from super powers to the bought-and-paid-for LAPD? Tony may have to call in some backup -- from his allies in THE ILLUMINATI! 32 PGS./Rated T ...$2.99",Steve Kurth,Fred Van Lente,, MARVEL UNIVERSE, Comic, T, $2.99
Iron Man Legacy (2010 - 2011),(2010 - 2011),Iron Man Legacy (2010) #5,"August 04, 2010","IRON MAN VS. DOCTOR DOOM, as you've never seen it before! ""War of the Iron Men"" reaches its epic climax! Latveria invades Transia with a Doombot army, and Shellhead only has a hastily formed alliance with Radioactive Man and the Crimson Dynamo to defend against it! Tony Stark learns who betrayed the secrets of his armor to the Transians -- and the revelation will change his life (and yours, we have no Rated T ...$2.99",Steve Kurth,Fred Van Lente,, MARVEL UNIVERSE, Comic, T, $2.99
Iron Man Noir (2010),(2010),Iron Man Noir (2010) #2,"May 12, 2010","Tony Stark has discovered something that could save his life. The plot thickens as Tony and his crew take to the high seas in search of the Lost City of Atlantis, with the Nazis hot on their heels.",Manuel Garcia,Scott Snyder,,, Comic,, $3.99
Iron Man Vs. Whiplash (2009 - 2010),(2009 - 2010),Iron Man Vs. Whiplash (2009) #4,"February 24, 2010","To defeat the Iron Axis, Whiplash and Iron Man must join forces in a hero-villain team-up for the history books!",Philippe Briones,"Brannon Bragga, Marc Guggenheim",,, Comic,, $3.99
Iron Man: Enter the Mandarin (2007),(2007),Iron Man: Enter the Mandarin (2007) #4,"December 19, 2007","More madness and mayhem from the malevolent Mandarin, villainous star of the upcoming Iron Man movie! When the Mandarin's son, Temugin, comes to kill Tony Stark, Iron Man is helpless to do anything about it.
Rated A ...$2.99",Eric Canete,Joe Casey,Eric Canete, Marvel Universe, Comic, Rated a, $2.99
Iron Man: Extremis Director's Cut (2010),(2010),Iron Man: Extremis Director's Cut (2010) #2,"June 03, 2010","What abomination of technology has been unleashed on the world by an old friend of Tony Stark's - and is it even something that the power of Iron Man can combat? This special reprinting of an already classic Iron Man tale comes packed with never-before-seen bonus material. Get a behind the scenes look at how this blockbuster tale was created with preliminary artwork, script pages, layouts and much more!",Adi Granov,Warren Ellis,Adi Granov,, Comic,, $3.99
Iron Man: Extremis Director's Cut (2010),(2010),Iron Man: Extremis Director's Cut (2010) #1,"May 26, 2010","It's the beginning of a new era for Iron Man as renowned scribe Warren Ellis joins forces with digital painter Adi Granov to redefine the armored avenger's world for the 21st century -- a landscape of terrifying new technologies that threaten to overwhelm fragile mankind! What is Extremis, who has unleashed it, and what does its emergence portend for the world? This special reprinting of an already classic Iron Man tale comes packed with never-before-seen bonus material. Get a behind the scenes look at how this blockbuster tale was created with preliminary artwork, script pages, layouts and much more!",Adi Granov,Warren Ellis,Adi Granov,,,,
Iron Man: Fatal Frontier Infinite Comic (2013),(2013),Iron Man: Fatal Frontier Infinite Comic (2013) #6,"November 12, 2013","Heist on the moon! With Tony now aware of Phlogistone’s deadly properties, to what lengths will he go to stop the spread of the new element? And what exactly is Cortex Incorporated hiding from Tony?",,,, Marvel Universe, Infinite Comic,, Free
Iron Man: House of M (2005),(2005),Iron Man: House of M (2005) #3,"September 07, 2005","Written by GREG PAK
Pencils & Cover by PAT LEE

The exciting conclusion! All the agents the House of M can muster are out searching for the rebellious Iron Man...unaware that Tony Stark is fighting to prevent a catastrophe that could leave countless mutants dead!

32 PGS./T+ SUGGESTED FOR TEENS AND UP ...$2.99",,Pat Lee,, MARVEL UNIVERSE, Comic, T, $2.99
Iron Man: House of M (2005),(2005),Iron Man: House of M (2005) #1,"July 06, 2005","Written by GREG PAK
Pencils and cover by PAT LEE
Tony Stark is the smartest, most successful Sapien on the planet-the best and brightest of a dying species. Does it bother him that the House of M uses the technology produced by Tony's multi-billion-dollar company to keep Sapiens down? That must be the reason he keeps his most powerful creation a secret - a familiar-looking suit of armor!
32 PGS./T+ SUGGESTED FOR TEENS AND UP ...$2.99",,Pat Lee,, MARVEL UNIVERSE, Comic, T, $2.99
Iron Man: Hypervelocity (2007),(2007),Iron Man: Hypervelocity (2007) #5,"May 23, 2007","Events spiral disastrously out of control as a besieged Iron Man flies directly into a S.H.I.E.L.D. assault carrier's lethal, point-blank barrage of ultra-tech, ""cape-killing"" hardware. Worse yet, the viral enemy infecting the suit's processors has seized full control of the armor, and now she's murderously rampaging through Tony Stark's very consciousness, eradicating him one memory at a time...
32 PGS./Rated T+ ...$2.99",Brian Denham,Adam Warren,Adam Warren, Marvel Universe, Comic, Rated T+, $2.99
Iron Man: Inevitable (2005 - 2006),(2005 - 2006),Iron Man: Inevitable (Trade Paperback),"August 16, 2006","It was only a matter of time before Iron Man's longtime enemies re-emerged to confront him once again. And now, they've got more than revenge on their minds. An all-new, action-packed story spotlighting the return of classic villains like the LIVING LASER and the SPYMASTER (to name but two)! Collects IRON MAN: INEVITABLE #1-6.
144 PGS./Rated A ...$14.99",,,,,,,
Iron Man: Legacy of Doom (2008),(2008),Iron Man: Legacy of Doom (2008) #3,"June 11, 2008","Through sorcery and subterfuge Dr. Doom has taken possession of Excalibur, the legendary blade that can cut through anything--including Iron Man! If Shellhead can't stop him from joining the sword with its enchanted scabbard, Doom will become invulnerable as well as invincible, and nothing will be able to prevent his hidden agenda. Don't miss this exciting tale of technology versus magic, which features the premiere appearance of Iron Man's surprising mystical armor, as well as a final page that is, quite literally, an eye-opener!",Ron Lim,David Michelinie,, Marvel Universe, Comic, Rated T+, $2.99
Iron Man: Legacy of Doom (2008),(2008),Iron Man: Legacy of Doom (2008) #1,"April 16, 2008","""A Knight in Hell."" Dr. Doom returns to menace Iron Man in the chilling conclusion of The Camelot Trilogy! Mephisto has apparently found a way to bring about The End Of Days and Tony Stark and Victor Von Doom must form an uneasy alliance to try and stop him. But all may not be as it seems. And it takes a journey to Hell itself before the shocking truth is revealed!",Ron Lim,David Michelinie,, Marvel Universe, Comic, Rated T+, $2.99
Iron Man: Rapture (2010 - 2011),(2010 - 2011),Iron Man: Rapture (2010) #1,"November 10, 2010","When a heart attack brings Tony Stark to the brink of death, he invents Stark 2.0, the ultimate fusion of man and machine. But Stark 2.0 has its own ideas about life, and they don't involve the survival of Iron Man. Could this be the end of Tony Stark?",,Tim Bradstreet,,, Comic,, $3.99
Ironheart (2018 - 2019),(2018 - 2019),Ironheart (2018) #10,"September 11, 2019","The Iconic Ironheart and her new squad continue their trek in search of the Wellspring of Power, hidden somewhere in uncharted Wakandan territory. But Riri's in for a surprise when she meets her match - literally!","Luciano Vecchio, G Geoffo",Eve Ewing,Luciano Vecchio,, Comic, Rated T, $3.99
Ironheart (2018 - 2019),(2018 - 2019),Ironheart (2018) #6,"May 15, 2019",Miles Morales has gone missing! Who better to search for him than someone he's never actually gotten along that well with?! Riri and Miles find themselves caught in an unexpected trap and will have to work together if they're going to make it out in one piece.,"Kevin Libranda, G Geoffo",Eve Ewing,Stefano Caselli,, Comic, Rated T, $3.99
Ironheart (2018 - 2019),(2018 - 2019),Ironheart (2018) #5,"April 24, 2019","There's still more to uncover about the forces behind Daija's kidnapping, and Ironheart will have to face them once and for all. Can she survive her first showdown with the mysterious Ten Rings?","Luciano Vecchio, G Geoffo",Eve Ewing,Amy Reeder,, Comic, Rated T, $3.99
Ironheart (2018 - 2019),(2018 - 2019),Ironheart (2018) #1,"November 28, 2018","THE FORMER STAR OF INVINCIBLE IRON MAN HEADLINES HER OWN SOLO SERIES! When a group of world leaders is taken hostage by one of Spider-Man's old foes, Riri Williams will have to step up her game. And she'll be stunned when someone from back in Sweet Home Chicago enters her life... CHAMPIONS artist Kevin Libranda joins award-winning poet Eve Ewing, as Ironheart steps boldly out of Tony Stark's shadow to forge her own future!","Luciano Vecchio, G Geoffo, Kevin Libranda",Eve Ewing,Amy Reeder,, Comic, Rated T, $4.99
Ivx (2016 - 2017),(2016 - 2017),Ivx (2016) #3,"January 25, 2017","New Attilan is conquered. Medusa and her generals are being held prisoner as the X-Men prepare to cleanse the world of the Terrigen Cloud. Could this be the end of Inhuman progeny? Now, the only hope for the Inhuman legacy rests in the hands of an unlikely crew of young Inhumans.",Javier Garron,"Charles Soule, Jeff Lemire",Leinil Francis Yu,, Comic,, $3.99
Ivx (2016 - 2017),(2016 - 2017),Ivx (2016),"November 30, 2016","This issue sets the stage for the upcoming Inhumans vs. X-Men mega-event! Learn who the major players will be, plus the seeds of the incredible plan that will unfold in IVX #1. Beast and Iso travel the world to learn a desperate truth, the X-Men assemble their ranks and the Inhumans prepare for the war to come. It all begins with one choice - see it here.",Kenneth Rocafort,Charles Soule,Kenneth Rocafort,, Comic,, $4.99
J2 (1998 - 1999),(1998 - 1999),J2 (1998) #11,"August 10, 1999",,Ron Lim,"Larry Hama, Tom Defalco",,, Comic,, $1.99
Jack Kirby's Galactic Bounty Hunters (2006 - 2007),(2006 - 2007),Jack Kirby's Galactic Bounty Hunters (2006) #4,"January 03, 2007","In pursuit of Slugg and Garrett, the Galactic Bounty Hunters must covertly invade Dangerland (a swell place to take the whole family-if they're wanted by the law!) But while they're sneaking in, Garrett makes his bid for freedom!
32 PGS./Cardstock Cover/Rated T+ ...$2.99","Karl Kesel, Mike Thibodeaux","Steve Robertson, Lisa Kirby",Jack Kirby, MARVEL UNIVERSE, Comic, RATED T+, $2.99
Jean Grey (2017 - 2018),(2017 - 2018),Jean Grey (2017) #10,"December 13, 2017","PSYCH WAR Part 3! The Phoenix is almost here. Will Jean Grey be enough to stop it alone? Time to call in for some backup! Guest-starring Quentin Quire, Hope Summers, and the Cuckoos!",Alberto Alburquerque,"Dennis ""Hopeless"" Hallum",David Yardin, Marvel Universe, Comic, Rated T+, $3.99
Jean Grey (2017 - 2018),(2017 - 2018),Jean Grey (2017) #7,"September 20, 2017","Traveling the Marvel Universe preparing herself for her inevitable encounter with the Phoenix force, JEAN GREY has learned how to fight from the likes of Namor, Thor and Psylocke. But now she wants to know more about her opponent than the best way to punch it. She wants to know what makes it tick. She wants to know what it's made of. And to learn that, she'll go to one of the few women who've harnessed its power: Wanda Maximoff, THE SCARLET WITCH!",Alberto Alburquerque,"Dennis ""Hopeless"" Hallum",David Yardin, Marvel Universe, Comic, Rated T+, $3.99
Jean Grey (2017 - 2018),(2017 - 2018),Jean Grey (2017) #6,"August 30, 2017","When you're a mutant telepath, you get used to hearing voices in your head. But what happens when one voice keeps you up at night and refuses to leave? Desperate for help, Jean seeks out a physician to diagnose her problem - Only under these circumstances, the only qualified clinician is the Master of Mystic Arts himself, DOCTOR STRANGE!",Paul Davidson,"Dennis ""Hopeless"" Hallum",David Yardin, Marvel Universe, Comic, Rated T+, $3.99
Jessica Jones (2016 - 2018),(2016 - 2018),Jessica Jones (2016) #2,"November 16, 2016","There are so many mysteries to discover in the Marvel Universe and Jessica's new case may be the most dangerous one. ? No spoilers, but some of the biggest questions about the new Marvel NOW! are about to be revealed in this very comic.",Michael Gaydos,Brian Michael Bendis,David Mack,, Comic,, $3.99
Jessica Jones - Marvel Digital Original (2018),(2018),Jessica Jones - Marvel Digital Original (2018) #2,"August 29, 2018","A DOUBLE-SIZED Marvel Digital Original you don't want to miss! BLIND SPOT Parts 3 & 4. As Jessica re-opens a cold case in the hopes of bringing a former client’s murderer to justice, she finds herself caught in the web of a serial killer who seems to be targeting powerful women. When two of the Marvel Universe’s most powerful redheads are caught in his crosshairs, Jessica may be their only chance at survival. Guest-starring (or guest-slaying?) Elsa Bloodstone and Mary Jane Watson!",Mattia De Iulis,Kelly Thompson,Martin Simmonds,, Comic, Parental Advisory, Free
Jessica Jones - Marvel Digital Original: Purple Daughter (2019),(2019),Jessica Jones - Marvel Digital Original: Purple Daughter (2019) #3,"March 20, 2019",PURPLE DAUGHTER Parts 5 & 6! A DOUBLE-SIZED Marvel Digital Original you don't want to miss! Jess and Luke must escape from a nightmare that's masked as a 'perfect' reality. But where's Emma Frost?,Mattia De Iulis,Kelly Thompson,Martin Simmonds,, Comic, Parental Advisory, Free
Jessica Jones: Blind Spot (2020),(2020),Jessica Jones: Blind Spot (2020) #6,"March 25, 2020","In the aftermath of a brutal investigation, Jessica reunites with her family for a much-needed break. Since Jessica Jones and Luke Cage got married, there’s been nothing they couldn’t handle together. But that’s about to change-",Marcio Takara,Kelly Thompson,Valerio Giangiordano,, Comic, Parental Advisory, $3.99
John Carter of Mars: A Princess of Mars (2011 - 2012),(2011 - 2012),John Carter of Mars: A Princess of Mars (2011) #5,"January 18, 2012","Families reunited! Regimes overthrown! And the final fate of John Carter revealed! Plus, the wedding of Princess Dejah Thoris.",,Roger Langridge,,, Comic,, $2.99
John Carter of Mars: A Princess of Mars (2011 - 2012),(2011 - 2012),John Carter of Mars: A Princess of Mars (2011) #1,"September 14, 2011","Captain John Carter finds himself on a strange new world where he must fight for his very life - and for the heart of a princess! Edgar Rice Burroughs' legendary novels come to life in this actionpacked, all-new re-envisioned adventure! Meet the Tharks, terrible warrior race of Mars! See Woola, the scariest guard dog you'll ever lay eyes upon! Gasp as John Carter battles the great white apes of Barsoom! And hold your breath as he first lays eyes?upon the woman who will change his life forever - the proud?and beautiful Dejah Thoris, Princess of Helium!",,,,, Comic,, $2.99
John Carter: The Gods of Mars (2011 - 2012),(2011 - 2012),John Carter: The Gods of Mars (2011) #5,"July 25, 2012","After years of separation, John and his long lost love Dejah Thoris are finally reunited! But is it truly a happily-ever-after? Issus revealed! What does the dreaded goddess have in store for John Carter? It's the final showdown between gods and men! The series fans and critics are raving about comes to a thrilling conclusion!",Julian Totino Tedesco,Sam Humphries,,, Comic,, $2.99
